Main_Title,Sub_Title,Venue,Fees,Date
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,Online,"$ 3,950",09 - 13 Feb 2026
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,Online,"$ 3,950",20 - 24 Jul 2026
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",Dubai - UAE,"$ 5,950",27 - 31 Oct 2025
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",Amsterdam - The Netherlands,"$ 5,950",15 - 19 Dec 2025
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",London - UK,"$ 5,950",29 Dec - 02 Jan 2026
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",Dubai - UAE,"$ 5,950",05 - 09 Jan 2026
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",Paris - France,"$ 5,950",27 Apr - 01 May 2026
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",Dubai - UAE,"$ 5,950",08 - 12 Jun 2026
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",London - UK,"$ 5,950",13 - 17 Jul 2026
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",Dubai - UAE,"$ 5,950",10 - 14 Aug 2026
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",Riyadh - Saudi Arabia,"$ 5,950",31 Aug - 04 Sep 2026
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",Paris - France,"$ 5,950",21 - 25 Sep 2026
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",Dubai - UAE,"$ 5,950",26 - 30 Oct 2026
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",Amsterdam - The Netherlands,"$ 5,950",14 - 18 Dec 2026
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",London - UK,"$ 5,950",28 Dec - 01 Jan 2027
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",Online,"$ 3,950",15 - 19 Dec 2025
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",Online,"$ 3,950",27 Apr - 01 May 2026
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",Online,"$ 3,950",14 - 18 Dec 2026
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,London - UK,"$ 5,950",03 - 07 Nov 2025
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,Geneva - Switzerland,"$ 5,950",15 - 19 Dec 2025
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,Lisbon - Portugal,"$ 5,950",29 Dec - 02 Jan 2026
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,London - UK,"$ 5,950",12 - 16 Jan 2026
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,London - UK,"$ 5,950",23 - 27 Mar 2026
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,London - UK,"$ 5,950",13 - 17 Apr 2026
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,Dubai - UAE,"$ 5,950",20 - 24 Apr 2026
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,Geneva - Switzerland,"$ 5,950",10 - 14 Aug 2026
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,London - UK,"$ 5,950",17 - 21 Aug 2026
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,Dubai - UAE,"$ 5,950",21 - 25 Sep 2026
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,Paris - France,"$ 5,950",19 - 23 Oct 2026
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,London - UK,"$ 5,950",02 - 06 Nov 2026
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,Geneva - Switzerland,"$ 5,950",14 - 18 Dec 2026
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,Lisbon - Portugal,"$ 5,950",28 Dec - 01 Jan 2027
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,Online,"$ 3,950",03 - 07 Nov 2025
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,Online,"$ 3,950",23 - 27 Mar 2026
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,Online,"$ 3,950",10 - 14 Aug 2026
Total Project Management,"Project Planning, Monitoring & Evaluation",London - UK,"$ 11,900",03 - 14 Nov 2025
Total Project Management,"Project Planning, Monitoring & Evaluation",Geneva - Switzerland,"$ 11,900",15 - 26 Dec 2025
Total Project Management,"Project Planning, Monitoring & Evaluation",London - UK,"$ 11,900",12 - 23 Jan 2026
Total Project Management,"Project Planning, Monitoring & Evaluation",London - UK,"$ 11,900",02 - 13 Mar 2026
Total Project Management,"Project Planning, Monitoring & Evaluation",London - UK,"$ 11,900",13 - 24 Apr 2026
Total Project Management,"Project Planning, Monitoring & Evaluation",Geneva - Switzerland,"$ 11,900",10 - 21 Aug 2026
Total Project Management,"Project Planning, Monitoring & Evaluation",London - UK,"$ 11,900",17 - 28 Aug 2026
Total Project Management,"Project Planning, Monitoring & Evaluation",Dubai - UAE,"$ 11,900",21 Sep - 02 Oct 2026
Total Project Management,"Project Planning, Monitoring & Evaluation",Paris - France,"$ 11,900",19 - 30 Oct 2026
Total Project Management,"Project Planning, Monitoring & Evaluation",London - UK,"$ 11,900",02 - 13 Nov 2026
Total Project Management,"Project Planning, Monitoring & Evaluation",Geneva - Switzerland,"$ 11,900",14 - 25 Dec 2026
Project Financial & Risk Appraisal,Modern Tools and Techniques to Identify and Deliver Real Project Value,Vienna - Austria,"$ 11,900",15 - 26 Dec 2025
Project Financial & Risk Appraisal,Modern Tools and Techniques to Identify and Deliver Real Project Value,Dubai - UAE,"$ 11,900",23 Mar - 03 Apr 2026
Project Financial & Risk Appraisal,Modern Tools and Techniques to Identify and Deliver Real Project Value,Dubai - UAE,"$ 11,900",15 - 26 Jun 2026
Project Financial & Risk Appraisal,Modern Tools and Techniques to Identify and Deliver Real Project Value,London - UK,"$ 11,900",14 - 25 Sep 2026
Project Financial & Risk Appraisal,Modern Tools and Techniques to Identify and Deliver Real Project Value,New York - USA,"$ 15,900",19 - 30 Oct 2026
Project Financial & Risk Appraisal,Modern Tools and Techniques to Identify and Deliver Real Project Value,Vienna - Austria,"$ 11,900",14 - 25 Dec 2026
Excellence in Project Office Leadership,Project Governance and the PMO,Houston - USA,"$ 13,900",10 - 21 Nov 2025
Excellence in Project Office Leadership,Project Governance and the PMO,London - UK,"$ 11,900",15 - 26 Dec 2025
Excellence in Project Office Leadership,Project Governance and the PMO,London - UK,"$ 11,900",13 - 24 Apr 2026
Excellence in Project Office Leadership,Project Governance and the PMO,New York - USA,"$ 15,900",06 - 17 Jul 2026
Excellence in Project Office Leadership,Project Governance and the PMO,Dubai - UAE,"$ 11,900",24 Aug - 04 Sep 2026
Excellence in Project Office Leadership,Project Governance and the PMO,London - UK,"$ 11,900",21 Sep - 02 Oct 2026
Excellence in Project Office Leadership,Project Governance and the PMO,Paris - France,"$ 11,900",09 - 20 Nov 2026
Excellence in Project Office Leadership,Project Governance and the PMO,London - UK,"$ 11,900",14 - 25 Dec 2026
Adaptive Agile Project Management & Analysis,N/A,Paris - France,"$ 11,900",15 - 26 Dec 2025
Adaptive Agile Project Management & Analysis,N/A,Paris - France,"$ 11,900",14 - 25 Dec 2026
Artificial Intelligence (AI) in Contract and Project Management,Leveraging AI for Optimized Contracting and Project Delivery,Dubai - UAE,"$ 13,900",16 - 27 Nov 2025
Artificial Intelligence (AI) in Contract and Project Management,Leveraging AI for Optimized Contracting and Project Delivery,Dubai - UAE,"$ 11,900",01 - 12 Dec 2025
Artificial Intelligence (AI) in Contract and Project Management,Leveraging AI for Optimized Contracting and Project Delivery,London - UK,"$ 11,900",15 - 26 Dec 2025
Artificial Intelligence (AI) in Contract and Project Management,Leveraging AI for Optimized Contracting and Project Delivery,Tokyo - Japan,"$ 13,900",02 - 13 Feb 2026
Artificial Intelligence (AI) in Contract and Project Management,Leveraging AI for Optimized Contracting and Project Delivery,London - UK,"$ 11,900",23 Mar - 03 Apr 2026
Artificial Intelligence (AI) in Contract and Project Management,Leveraging AI for Optimized Contracting and Project Delivery,Dubai - UAE,"$ 11,900",20 Apr - 01 May 2026
Artificial Intelligence (AI) in Contract and Project Management,Leveraging AI for Optimized Contracting and Project Delivery,London - UK,"$ 11,900",17 - 28 Aug 2026
Artificial Intelligence (AI) in Contract and Project Management,Leveraging AI for Optimized Contracting and Project Delivery,Dubai - UAE,"$ 11,900",05 - 16 Oct 2026
Artificial Intelligence (AI) in Contract and Project Management,Leveraging AI for Optimized Contracting and Project Delivery,Dubai - UAE,"$ 11,900",30 Nov - 11 Dec 2026
Artificial Intelligence (AI) in Contract and Project Management,Leveraging AI for Optimized Contracting and Project Delivery,London - UK,"$ 11,900",14 - 25 Dec 2026
Artificial Intelligence (AI) in Contract and Project Management,Leveraging AI for Optimized Contracting and Project Delivery,Online,"$ 7,900",20 Apr - 01 May 2026
Artificial Intelligence (AI) in Contract and Project Management,Leveraging AI for Optimized Contracting and Project Delivery,Online,"$ 7,900",05 - 16 Oct 2026
Managing Project Delivery,Coordinating Resources to complete a project on time,London - UK,"$ 5,950",03 - 07 Nov 2025
Managing Project Delivery,Coordinating Resources to complete a project on time,Amsterdam - The Netherlands,"$ 5,950",22 - 26 Dec 2025
Managing Project Delivery,Coordinating Resources to complete a project on time,London - UK,"$ 5,950",04 - 08 May 2026
Managing Project Delivery,Coordinating Resources to complete a project on time,Dubai - UAE,"$ 5,950",06 - 10 Jul 2026
Managing Project Delivery,Coordinating Resources to complete a project on time,London - UK,"$ 5,950",14 - 18 Sep 2026
Managing Project Delivery,Coordinating Resources to complete a project on time,Nairobi - Kenya,"$ 5,950",12 - 16 Oct 2026
Managing Project Delivery,Coordinating Resources to complete a project on time,London - UK,"$ 5,950",02 - 06 Nov 2026
Managing Project Delivery,Coordinating Resources to complete a project on time,Amsterdam - The Netherlands,"$ 5,950",21 - 25 Dec 2026
Advanced Stakeholder Management,Engaging Key Stakeholders and Managing Their Expectations,London - UK,"$ 5,950",22 - 26 Dec 2025
Advanced Stakeholder Management,Engaging Key Stakeholders and Managing Their Expectations,Amsterdam - The Netherlands,"$ 5,950",05 - 09 Jan 2026
Advanced Stakeholder Management,Engaging Key Stakeholders and Managing Their Expectations,Vienna - Austria,"$ 5,950",01 - 05 Jun 2026
Advanced Stakeholder Management,Engaging Key Stakeholders and Managing Their Expectations,Dubai - UAE,"$ 5,950",15 - 19 Jun 2026
Advanced Stakeholder Management,Engaging Key Stakeholders and Managing Their Expectations,Oslo - Norway,"$ 5,950",06 - 10 Jul 2026
Advanced Stakeholder Management,Engaging Key Stakeholders and Managing Their Expectations,Abu Dhabi - UAE,"$ 5,950",17 - 21 Aug 2026
Advanced Stakeholder Management,Engaging Key Stakeholders and Managing Their Expectations,London - UK,"$ 5,950",14 - 18 Sep 2026
Advanced Stakeholder Management,Engaging Key Stakeholders and Managing Their Expectations,Tokyo - Japan,"$ 6,950",09 - 13 Nov 2026
Advanced Stakeholder Management,Engaging Key Stakeholders and Managing Their Expectations,London - UK,"$ 5,950",21 - 25 Dec 2026
Advanced Stakeholder Management,Engaging Key Stakeholders and Managing Their Expectations,Online,"$ 3,950",22 - 26 Dec 2025
Advanced Stakeholder Management,Engaging Key Stakeholders and Managing Their Expectations,Online,"$ 3,950",01 - 05 Jun 2026
Advanced Stakeholder Management,Engaging Key Stakeholders and Managing Their Expectations,Online,"$ 3,950",21 - 25 Dec 2026
Project Risk Analysis & Management,Understanding the Key Drivers towards Proactive Behaviours,New York - USA,"$ 6,950",27 - 31 Oct 2025
Project Risk Analysis & Management,Understanding the Key Drivers towards Proactive Behaviours,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Project Risk Analysis & Management,Understanding the Key Drivers towards Proactive Behaviours,Vienna - Austria,"$ 5,950",22 - 26 Dec 2025
Project Risk Analysis & Management,Understanding the Key Drivers towards Proactive Behaviours,Riyadh - Saudi Arabia,"$ 5,950",23 - 27 Mar 2026
Project Risk Analysis & Management,Understanding the Key Drivers towards Proactive Behaviours,Dubai - UAE,"$ 5,950",30 Mar - 03 Apr 2026
Project Risk Analysis & Management,Understanding the Key Drivers towards Proactive Behaviours,Dubai - UAE,"$ 5,950",22 - 26 Jun 2026
Project Risk Analysis & Management,Understanding the Key Drivers towards Proactive Behaviours,London - UK,"$ 5,950",21 - 25 Sep 2026
Project Risk Analysis & Management,Understanding the Key Drivers towards Proactive Behaviours,New York - USA,"$ 7,950",26 - 30 Oct 2026
Project Risk Analysis & Management,Understanding the Key Drivers towards Proactive Behaviours,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Project Risk Analysis & Management,Understanding the Key Drivers towards Proactive Behaviours,Vienna - Austria,"$ 5,950",21 - 25 Dec 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Paris - France,"$ 5,950",03 - 07 Nov 2025
Stakeholder Management,"Negotiating, Communicating & Influencing",Dubai - UAE,"$ 5,950",17 - 21 Nov 2025
Stakeholder Management,"Negotiating, Communicating & Influencing",London - UK,"$ 5,950",22 - 26 Dec 2025
Stakeholder Management,"Negotiating, Communicating & Influencing",London - UK,"$ 5,950",30 Mar - 03 Apr 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Dubai - UAE,"$ 5,950",20 - 24 Apr 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Dubai - UAE,"$ 5,950",25 - 29 May 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Riyadh - Saudi Arabia,"$ 5,950",08 - 12 Jun 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",London - UK,"$ 5,950",06 - 10 Jul 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Amsterdam - The Netherlands,"$ 5,950",03 - 07 Aug 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Lisbon - Portugal,"$ 5,950",17 - 21 Aug 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Manama - Bahrain,"$ 5,950",14 - 18 Sep 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",London - UK,"$ 5,950",28 Sep - 02 Oct 2026
