Main_Title,Sub_Title,Venue,Fees,Date,Links
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,London,"$5,950",21 - 25 Dec 2026,https://glomacs.com/training-course/governance-risk-compliance
Operational Excellence,"Implement Lean Organization Principles, Methodologies to Achieve Key Operational Excellence Goals",Lisbon,"$5,950",21 - 25 Dec 2026,https://glomacs.com/training-course/operational-excellence-managing-performance
Mastering Workflow,"Collect, Process, Organise, Review & Perform",Dubai,"$5,950",21 - 25 Dec 2026,https://glomacs.com/training-course/mastering-workflow
Operational Excellence in Crisis Management and Contingency Planning,Strategies for Resilient Operations: Crisis Management and Contingency Planning,London,"$5,950",21 - 25 Dec 2026,https://glomacs.com/training-course/operational-excellence-in-crisis-management-and-contingency-planning
Design Thinking for Strategic Management,Overcoming Organizational Challenges through Innovative Solutions,London,"$5,950",28 Dec - 01 Jan 2027,https://glomacs.com/training-course/design-thinking-for-strategic-management
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Dubai,"$5,950",28 Dec - 01 Jan 2027,https://glomacs.com/training-course/cpd-professional-certificate-in-governance-risk-compliance
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Dubai,"$5,950",28 Dec - 01 Jan 2027,https://glomacs.com/training-course/governance-risk-compliance
Auditing Corporate Governance,Assessing How Your Business is Directed and Controlled,Amsterdam,"$5,950",28 Dec - 01 Jan 2027,https://glomacs.com/training-course/auditing-corporate-governance
Operational Excellence,"Implement Lean Organization Principles, Methodologies to Achieve Key Operational Excellence Goals",London,"$5,950",28 Dec - 01 Jan 2027,https://glomacs.com/training-course/operational-excellence-managing-performance
Achieving Operational Excellence Through People,"Delivering Superior Values to Customers, Employees and Stakeholders",Amsterdam,"$5,950",28 Dec - 01 Jan 2027,https://glomacs.com/training-course/achieving-operational-excellence-through-people
Structured Problem Solving Using Lean Sigma,,Dubai,"$5,950",28 Dec - 01 Jan 2027,https://glomacs.com/training-course/structured-problem-solving-using-lean-sigma
Professional Certificate in Operational Excellence,"Implement Lean Organization Principles, Methodologies to Achieve Key Operational Excellence Goals",London,"$5,950",28 Dec - 01 Jan 2027,https://glomacs.com/training-course/cpd-professional-certificate-in-operational-excellence
Quality Assurance and Control,Improving Quality and Performance Excellence,Dubai,"$5,950",28 Dec - 01 Jan 2027,https://glomacs.com/training-course/quality-assurance-control
